Date,Open,High,Low,Close,Adj Close,Volume
2023-03-03,865.6500244140625,910.0,865.6500244140625,887.2999877929688,887.2999877929688,42514
2023-03-06,889.0,897.9500122070312,867.2000122070312,874.5,874.5,36139
2023-03-08,873.75,877.0999755859375,840.0,869.5499877929688,869.5499877929688,12193
2023-03-09,874.0,879.0,868.2999877929688,873.25,873.25,10989
2023-03-10,862.5999755859375,873.4000244140625,862.5999755859375,870.4500122070312,870.4500122070312,84001
2023-03-13,871.0499877929688,871.0999755859375,848.8499755859375,859.5,859.5,20949
2023-03-14,867.9500122070312,868.2000122070312,850.0,856.5999755859375,856.5999755859375,15743
2023-03-15,860.0,872.0499877929688,856.6500244140625,862.2000122070312,862.2000122070312,10009
2023-03-16,854.0,869.4000244140625,854.0,862.7000122070312,862.7000122070312,13514
2023-03-17,868.0,874.8499755859375,863.5999755859375,867.2000122070312,867.2000122070312,62360
2023-03-20,850.0,878.6500244140625,850.0,862.3499755859375,862.3499755859375,17033
2023-03-21,864.0,884.0,864.0,871.5499877929688,871.5499877929688,17636
2023-03-22,880.2000122070312,880.2000122070312,873.9000244140625,875.25,875.25,7040
2023-03-23,875.25,899.0,875.25,885.5499877929688,885.5499877929688,42286
2023-03-24,894.0,899.0,880.0499877929688,885.75,885.75,30434
2023-03-27,885.9500122070312,890.0,858.7000122070312,866.0,866.0,28776
2023-03-28,874.9500122070312,879.0499877929688,855.5499877929688,867.1500244140625,867.1500244140625,14209
2023-03-29,866.0,910.0,865.9500122070312,905.2000122070312,905.2000122070312,61148
2023-03-31,920.5,949.0,920.5,936.5499877929688,936.5499877929688,111705
2023-04-03,936.5499877929688,949.5,907.5999755859375,923.4000244140625,923.4000244140625,55867
2023-04-05,934.9500122070312,934.9500122070312,910.5999755859375,912.7000122070312,912.7000122070312,21783
2023-04-06,918.9500122070312,918.9500122070312,895.0,901.7999877929688,901.7999877929688,41868
2023-04-10,903.9500122070312,918.9500122070312,899.5499877929688,904.8499755859375,904.8499755859375,31096
2023-04-11,917.9500122070312,924.7999877929688,900.0,912.9500122070312,912.9500122070312,31638
2023-04-12,909.0,921.0,904.75,918.5499877929688,918.5499877929688,26767
2023-04-13,918.5499877929688,934.0,911.0,922.5999755859375,922.5999755859375,34172
2023-04-17,934.0,940.0,916.5,932.2999877929688,932.2999877929688,35745
2023-04-18,921.0499877929688,967.7999877929688,921.0499877929688,947.75,947.75,73158
2023-04-19,957.75,983.9500122070312,950.0999755859375,973.0,973.0,148804
2023-04-20,972.9000244140625,985.0,953.4500122070312,974.7999877929688,974.7999877929688,45442
2023-04-21,985.0,987.4000244140625,963.0,984.3499755859375,984.3499755859375,54883
2023-04-24,991.9500122070312,999.0,955.5499877929688,961.2000122070312,961.2000122070312,43786
2023-04-25,968.25,973.4500122070312,955.5499877929688,969.5499877929688,969.5499877929688,25505
2023-04-26,956.2999877929688,973.7999877929688,932.0499877929688,942.2000122070312,942.2000122070312,26636
2023-04-27,941.0,955.9500122070312,931.5499877929688,933.5499877929688,933.5499877929688,23245
2023-04-28,941.0,953.5,931.5499877929688,947.5999755859375,947.5999755859375,85242
2023-05-02,956.2000122070312,968.0499877929688,943.3499755859375,949.2999877929688,949.2999877929688,27063
2023-05-03,959.25,965.0,946.5,962.0999755859375,962.0999755859375,36446
2023-05-04,972.0999755859375,992.0,967.5,984.0999755859375,984.0999755859375,90553
2023-05-05,994.7999877929688,1003.4000244140625,975.4000244140625,991.7000122070312,991.7000122070312,61382
2023-05-08,999.25,1008.9500122070312,964.0,967.25,967.25,78042
2023-05-09,969.9500122070312,977.25,925.0,931.7000122070312,931.7000122070312,269838
2023-05-10,934.9500122070312,948.9500122070312,927.4500122070312,928.9000244140625,928.9000244140625,31097
2023-05-11,937.25,937.25,914.0,919.25,919.25,39012
2023-05-12,920.0,936.0,906.0999755859375,925.75,925.75,34014
2023-05-15,931.25,934.1500244140625,901.0,921.5499877929688,921.5499877929688,25001
2023-05-16,922.0,931.25,910.0,915.2000122070312,915.2000122070312,22751
2023-05-17,920.0,923.6500244140625,910.25,918.0999755859375,918.0999755859375,17998
2023-05-18,922.5,924.5999755859375,914.2000122070312,916.0499877929688,916.0499877929688,12873
2023-05-19,921.3499755859375,924.75,905.0,917.8499755859375,917.8499755859375,23632
2023-05-22,924.25,925.3499755859375,908.5499877929688,909.5999755859375,909.5999755859375,16993
2023-05-23,909.5999755859375,914.9000244140625,900.0,903.0,903.0,37280
2023-05-24,900.0,917.6500244140625,899.9500122070312,908.75,908.75,15531
2023-05-25,913.2000122070312,913.2000122070312,898.0,901.1500244140625,901.1500244140625,16366
2023-05-26,906.4500122070312,922.5499877929688,902.0,905.9500122070312,905.9500122070312,25484
2023-05-29,910.3499755859375,910.3499755859375,895.0,899.4500122070312,899.4500122070312,20526
2023-05-30,896.0,920.0,895.0,913.0,913.0,14594
2023-05-31,917.9500122070312,919.0,898.0,901.0,901.0,19324
2023-06-01,898.0,909.9000244140625,898.0,905.0,905.0,404115
2023-06-02,909.9500122070312,927.0,906.9000244140625,917.8499755859375,917.8499755859375,36947
2023-06-05,927.0,933.9000244140625,918.5,922.0499877929688,922.0499877929688,32611
