Date,Open,High,Low,Close,Adj Close,Volume
2023-03-03,2466.0,2489.89990234375,2455.64990234375,2471.0,2450.98193359375,1176008
2023-03-06,2481.949951171875,2498.85009765625,2475.60009765625,2484.85009765625,2464.719970703125,1214503
2023-03-08,2487.0,2501.39990234375,2467.199951171875,2485.10009765625,2464.9677734375,1448340
2023-03-09,2484.85009765625,2491.949951171875,2456.89990234375,2461.39990234375,2441.459716796875,1038910
2023-03-10,2450.0,2470.5,2445.10009765625,2465.449951171875,2445.47705078125,772024
2023-03-13,2466.0,2488.5,2445.0,2455.10009765625,2435.2109375,1314549
2023-03-14,2462.0,2472.0,2439.75,2442.449951171875,2422.663330078125,1250763
2023-03-15,2451.89990234375,2459.5,2393.0,2406.10009765625,2386.60791015625,1738040
2023-03-16,2424.949951171875,2469.300048828125,2407.75,2459.35009765625,2439.426513671875,1628035
2023-03-17,2471.64990234375,2483.199951171875,2439.800048828125,2447.39990234375,2427.572998046875,2127178
2023-03-20,2447.39990234375,2516.64990234375,2425.0,2511.199951171875,2490.856201171875,1561128
2023-03-21,2515.0,2523.25,2458.75,2462.60009765625,2442.650146484375,1595161
2023-03-22,2472.60009765625,2481.39990234375,2454.39990234375,2476.35009765625,2456.288818359375,1063244
2023-03-23,2475.0,2500.050048828125,2466.0,2485.10009765625,2464.9677734375,1578627
2023-03-24,2472.199951171875,2497.89990234375,2470.0,2480.800048828125,2460.70263671875,1449326
2023-03-27,2485.0,2505.0,2464.0,2499.0,2478.755126953125,1387736
2023-03-28,2509.800048828125,2513.5,2471.89990234375,2482.800048828125,2462.6865234375,1412387
2023-03-29,2485.0,2539.800048828125,2480.050048828125,2530.85009765625,2510.34716796875,2613254
2023-03-31,2558.800048828125,2568.449951171875,2516.550048828125,2560.35009765625,2539.6083984375,2146167
2023-04-03,2570.0,2570.0,2515.050048828125,2536.10009765625,2515.5546875,918048
2023-04-05,2512.5,2588.550048828125,2502.0,2582.75,2561.82666015625,1489612
2023-04-06,2575.0,2585.0,2553.0,2565.25,2544.468505859375,797414
2023-04-10,2565.25,2568.949951171875,2525.0,2532.14990234375,2511.636474609375,853322
2023-04-11,2540.0,2555.0,2533.0,2547.75,2527.1103515625,913184
2023-04-12,2556.0,2556.0,2518.64990234375,2528.949951171875,2508.46240234375,1109809
2023-04-13,2525.0,2562.35009765625,2525.0,2536.199951171875,2515.65380859375,1261711
2023-04-17,2573.0,2579.0,2541.39990234375,2551.85009765625,2531.17724609375,1566977
2023-04-18,2560.0,2560.0,2530.0,2541.050048828125,2520.464599609375,1474786
2023-04-19,2548.0,2548.0,2510.25,2531.60009765625,2511.09130859375,1320243
2023-04-20,2517.800048828125,2532.39990234375,2480.0,2492.60009765625,2472.4072265625,1401364
2023-04-21,2492.0,2509.5,2485.64990234375,2497.949951171875,2477.713623046875,1206288
2023-04-24,2502.0,2504.89990234375,2475.10009765625,2499.75,2479.4990234375,1735797
2023-04-25,2490.85009765625,2499.75,2478.050048828125,2490.449951171875,2470.2744140625,1701098
2023-04-26,2490.0,2518.0,2482.199951171875,2510.800048828125,2490.459716796875,1245903
2023-04-27,2513.949951171875,2522.0,2457.0,2468.949951171875,2448.948486328125,2743893
2023-04-28,2436.050048828125,2467.800048828125,2419.0,2457.300048828125,2437.39306640625,3761927
2023-05-02,2471.800048828125,2478.0,2450.0,2451.699951171875,2431.83837890625,1760370
2023-05-03,2456.949951171875,2490.0,2452.64990234375,2486.0,2465.860595703125,1258140
2023-05-04,2486.949951171875,2509.35009765625,2480.14990234375,2506.75,2486.4423828125,1150227
2023-05-05,2500.0,2520.0,2494.699951171875,2500.75,2480.490966796875,1354871
2023-05-08,2505.75,2526.85009765625,2497.14990234375,2516.300048828125,2495.9150390625,972810
2023-05-09,2525.0,2525.0,2500.050048828125,2515.800048828125,2495.419189453125,1651327
2023-05-10,2521.0,2535.0,2505.85009765625,2522.699951171875,2502.26318359375,2025658
2023-05-11,2536.949951171875,2599.0,2523.60009765625,2592.39990234375,2571.3984375,1749356
2023-05-12,2594.0,2640.0,2586.39990234375,2623.39990234375,2602.147216796875,2170011
2023-05-15,2637.949951171875,2670.75,2623.050048828125,2662.25,2640.6826171875,1561055
2023-05-16,2670.0,2678.39990234375,2650.60009765625,2675.89990234375,2654.221923828125,1477905
2023-05-17,2672.0,2674.0,2647.050048828125,2661.75,2640.186767578125,839404
2023-05-18,2665.5,2669.199951171875,2621.85009765625,2627.550048828125,2606.263916015625,1434067
2023-05-19,2628.64990234375,2649.0,2600.64990234375,2641.449951171875,2620.051025390625,1174757
2023-05-22,2635.0,2655.449951171875,2623.050048828125,2638.10009765625,2616.728515625,768232
2023-05-23,2632.0,2649.800048828125,2625.0,2628.300048828125,2607.0078125,703864
2023-05-24,2620.0,2638.0,2608.0,2614.949951171875,2593.765869140625,628872
2023-05-25,2610.0,2626.14990234375,2580.550048828125,2597.25,2576.209228515625,1072231
2023-05-26,2603.75,2656.699951171875,2603.10009765625,2652.35009765625,2630.863037109375,947073
2023-05-29,2670.0,2679.550048828125,2645.050048828125,2650.300048828125,2628.82958984375,698267
