Date,Open,High,Low,Close,Adj Close,Volume
2023-03-03,194.89999389648438,200.89999389648438,194.35000610351562,199.4499969482422,199.4499969482422,214038
2023-03-06,202.0,203.1999969482422,199.0,199.5,199.5,483050
2023-03-08,200.1999969482422,204.6999969482422,197.60000610351562,200.1999969482422,200.1999969482422,341984
2023-03-09,201.3000030517578,201.4499969482422,190.0,194.1999969482422,194.1999969482422,287536
2023-03-10,193.8000030517578,197.5,191.0500030517578,196.35000610351562,196.35000610351562,195873
2023-03-13,195.9499969482422,195.9499969482422,179.60000610351562,181.39999389648438,181.39999389648438,285499
2023-03-14,182.3000030517578,182.85000610351562,175.10000610351562,177.0500030517578,177.0500030517578,187447
2023-03-15,179.6999969482422,183.60000610351562,174.5,178.10000610351562,178.10000610351562,206904
2023-03-16,179.5500030517578,179.5500030517578,173.0500030517578,174.89999389648438,174.89999389648438,203056
2023-03-17,176.14999389648438,180.39999389648438,172.5,178.0,178.0,311368
2023-03-20,183.0,183.0,173.0500030517578,179.14999389648438,179.14999389648438,149080
2023-03-21,180.0500030517578,180.10000610351562,176.0,177.3000030517578,177.3000030517578,461562
2023-03-22,178.3000030517578,185.8000030517578,177.6999969482422,179.5,179.5,1019162
2023-03-23,180.4499969482422,181.4499969482422,178.0500030517578,179.35000610351562,179.35000610351562,113001
2023-03-24,179.35000610351562,180.3000030517578,171.60000610351562,173.1999969482422,173.1999969482422,86923
2023-03-27,174.5,174.5500030517578,168.3000030517578,172.25,172.25,215310
2023-03-28,173.0,176.75,169.60000610351562,174.9499969482422,174.9499969482422,160276
2023-03-29,171.10000610351562,182.8000030517578,171.10000610351562,181.3000030517578,181.3000030517578,180844
2023-03-31,184.0,184.0,177.0,179.75,179.75,239418
2023-04-03,180.14999389648438,185.25,180.14999389648438,183.0500030517578,183.0500030517578,265875
2023-04-05,184.89999389648438,184.89999389648438,179.89999389648438,182.1999969482422,182.1999969482422,155188
2023-04-06,183.35000610351562,185.5,180.5500030517578,182.0,182.0,173247
2023-04-10,183.4499969482422,192.64999389648438,183.0500030517578,189.0500030517578,189.0500030517578,231261
2023-04-11,191.6999969482422,191.6999969482422,188.0,189.85000610351562,189.85000610351562,78852
2023-04-12,192.6999969482422,192.6999969482422,187.3000030517578,189.60000610351562,189.60000610351562,84660
2023-04-13,190.9499969482422,190.9499969482422,187.60000610351562,189.25,189.25,43591
2023-04-17,192.10000610351562,193.0,187.60000610351562,190.4499969482422,190.4499969482422,84863
2023-04-18,191.0,191.39999389648438,182.8000030517578,183.89999389648438,183.89999389648438,162349
2023-04-19,184.35000610351562,190.9499969482422,184.35000610351562,187.89999389648438,187.89999389648438,185257
2023-04-20,189.0,189.1999969482422,186.25,187.10000610351562,187.10000610351562,43033
2023-04-21,187.10000610351562,188.1999969482422,183.9499969482422,186.25,186.25,57134
2023-04-24,184.5,187.5500030517578,184.5,185.85000610351562,185.85000610351562,69407
2023-04-25,186.8000030517578,189.60000610351562,185.5,187.10000610351562,187.10000610351562,113704
2023-04-26,188.14999389648438,191.5500030517578,184.60000610351562,186.9499969482422,186.9499969482422,86486
2023-04-27,188.0,190.39999389648438,187.0500030517578,189.1999969482422,189.1999969482422,81421
2023-04-28,192.0,194.0,189.1999969482422,190.25,190.25,202965
2023-05-02,193.10000610351562,194.60000610351562,190.10000610351562,190.5,190.5,174842
2023-05-03,191.85000610351562,195.60000610351562,189.60000610351562,192.60000610351562,192.60000610351562,206417
2023-05-04,193.6999969482422,200.0,193.25,197.75,197.75,239908
2023-05-05,198.5,198.9499969482422,190.85000610351562,191.4499969482422,191.4499969482422,145241
2023-05-08,194.0,203.0,193.9499969482422,200.0,200.0,515611
2023-05-09,202.0,209.64999389648438,201.25,203.5500030517578,203.5500030517578,543297
2023-05-10,204.0500030517578,209.0,203.39999389648438,205.5500030517578,205.5500030517578,223524
2023-05-11,206.6999969482422,210.5,204.5,208.5500030517578,208.5500030517578,290439
2023-05-12,208.89999389648438,211.64999389648438,201.39999389648438,202.89999389648438,202.89999389648438,261342
2023-05-15,204.14999389648438,213.5,201.8000030517578,209.0,209.0,254242
2023-05-16,212.39999389648438,216.1999969482422,209.10000610351562,209.8000030517578,209.8000030517578,303565
2023-05-17,210.0,212.5,209.5,211.10000610351562,211.10000610351562,201487
2023-05-18,212.3000030517578,215.0,203.64999389648438,206.0500030517578,206.0500030517578,181004
2023-05-19,207.3000030517578,211.0,205.0,208.75,208.75,91170
2023-05-22,208.75,211.4499969482422,205.5,206.64999389648438,206.64999389648438,120341
2023-05-23,207.6999969482422,239.39999389648438,207.0,228.25,228.25,2959191
2023-05-24,227.14999389648438,234.89999389648438,224.0500030517578,229.0,229.0,439341
2023-05-25,229.35000610351562,229.39999389648438,223.0,224.5,224.5,132960
2023-05-26,225.0,225.5500030517578,213.25,214.64999389648438,214.64999389648438,324777
2023-05-29,225.9499969482422,239.1999969482422,222.10000610351562,232.6999969482422,232.6999969482422,1203640
2023-05-30,233.89999389648438,268.79998779296875,233.89999389648438,256.79998779296875,256.79998779296875,4208762
2023-05-31,257.95001220703125,265.1000061035156,255.10000610351562,260.8999938964844,260.8999938964844,977379
2023-06-01,262.8500061035156,274.79998779296875,256.45001220703125,266.5,266.5,1013570
2023-06-02,268.3999938964844,270.6000061035156,258.29998779296875,268.0,268.0,501306
2023-06-05,270.0,280.3500061035156,269.1499938964844,276.25,276.25,812188
2023-06-06,276.45001220703125,277.29998779296875,268.6499938964844,275.04998779296875,275.04998779296875,329248
2023-06-07,276.0,289.70001220703125,276.0,286.70001220703125,286.70001220703125,1097752
2023-06-08,287.79998779296875,294.0,283.29998779296875,287.25,287.25,618643
2023-06-09,286.8999938964844,290.0,279.95001220703125,288.8500061035156,288.8500061035156,329386
2023-06-12,292.0,306.70001220703125,286.29998779296875,305.20001220703125,305.20001220703125,973201
2023-06-13,306.0,310.0,303.1499938964844,305.8999938964844,305.8999938964844,551548
2023-06-14,303.5,306.0,290.6499938964844,298.29998779296875,298.29998779296875,541916
2023-06-15,296.45001220703125,297.5,291.3999938964844,293.04998779296875,293.04998779296875,208473
2023-06-16,294.3999938964844,298.0,290.3500061035156,292.25,292.25,139144
2023-06-19,292.0,294.8999938964844,281.3999938964844,286.3999938964844,286.3999938964844,182695
2023-06-20,288.29998779296875,299.8999938964844,286.0,297.95001220703125,297.95001220703125,223301
2023-06-21,297.8999938964844,319.0,295.79998779296875,313.29998779296875,313.29998779296875,546260
2023-06-22,312.0,317.6000061035156,302.0,313.29998779296875,313.29998779296875,446986
2023-06-23,313.29998779296875,313.8999938964844,300.6000061035156,302.70001220703125,302.70001220703125,271458
2023-06-26,302.0,304.79998779296875,296.1000061035156,300.8500061035156,300.8500061035156,127961
2023-06-27,303.79998779296875,303.8999938964844,297.8500061035156,300.04998779296875,300.04998779296875,375947
2023-06-28,300.04998779296875,300.04998779296875,300.04998779296875,300.04998779296875,300.04998779296875,0
2023-06-30,309.1499938964844,317.8500061035156,307.29998779296875,312.1499938964844,312.1499938964844,301163
2023-07-03,312.25,317.3500061035156,303.1499938964844,308.70001220703125,308.70001220703125,178072
2023-07-04,311.0,311.0,303.8999938964844,306.5,306.5,150913
2023-07-05,306.5,338.70001220703125,304.95001220703125,329.45001220703125,329.45001220703125,917502
2023-07-06,329.29998779296875,329.70001220703125,318.04998779296875,323.8500061035156,323.8500061035156,218303
2023-07-07,321.0,325.6499938964844,311.54998779296875,315.75,315.75,299835
2023-07-10,315.95001220703125,323.70001220703125,307.1000061035156,313.6499938964844,313.6499938964844,473815
2023-07-11,312.0,322.3500061035156,312.0,315.8500061035156,315.8500061035156,210012
2023-07-12,318.54998779296875,318.54998779296875,307.8500061035156,310.04998779296875,310.04998779296875,355825
2023-07-13,310.8999938964844,319.0,308.04998779296875,310.1000061035156,310.1000061035156,309537
2023-07-14,313.20001220703125,319.1000061035156,309.5,316.6000061035156,316.6000061035156,181681
